HPLC_ID	Site	Experiment	Plant_ID	Type	Stg	Weight	Harvested	Extracted	Leachtime	Location	Batch	rand
6333	ALD	Field2014	kw_0273	rosette	B	2.7	6-Jun-14	1-Sep-14	87	p50_C_06	p50	0.49910407
7557	MAH	Field2014	kw_1828	rosette	R	3.5	12-Jun-14	1-Sep-14	81	p50_C_07	p50	0.501044404
6283	ALD	Field2014	kw_0592	rosette	FO	2.8	6-Jun-14	1-Sep-14	87	p50_C_08	p50	0.502430628
7069	SIL	Field2014	kw_3868	rosette	R	1.9	10-Jun-14	1-Sep-14	83	p50_C_09	p50	0.502641233
6941	SIL	Field2014	kw_3615	rosette	FO	2.4	10-Jun-14	1-Sep-14	83	p50_C_10	p50	0.502746978
6330	ALD	Field2014	kw_0197	rosette	FS1	4.1	6-Jun-14	1-Sep-14	87	p50_C_11	p50	0.502764669
7347	JAM	Field2014	kw_2601	rosette	R		28-Jun-14	1-Sep-14	65	p50_C_12	p50	0.198148651
7247	MAH	Field2014	kw_2145	rosette	R	3.4	12-Jun-14	1-Sep-14	81	p50_D_01	p50	0.50376023
6485	ALD	Field2014	kw_0493	rosette	FO	4.3	6-Jun-14	1-Sep-14	87	p50_D_02	p50	0.503970838
7082	SIL	Field2014	kw_3854	rosette	FO	2.2	10-Jun-14	1-Sep-14	83	p50_D_03	p50	0.504866012
7757	JAM	Field2014	kw_2485	rosette	B	2.7	28-Jun-14	1-Sep-14	65	p50_D_04	p50	0.505508559
6218	ALD	Field2014	kw_0813	rosette	FO	3.3	8-Jun-14	1-Sep-14	85	p50_D_05	p50	0.505712323
7489	MAH	Field2014	kw_1989	rosette	R	1.7	12-Jun-14	1-Sep-14	81	p50_D_06	p50	0.505820384
6326	ALD	Field2014	kw_0191	rosette	R	3.5	6-Jun-14	1-Sep-14	87	p50_D_07	p50	0.506107327
7072	SIL	Field2014	kw_3893	rosette	FO	2.3	10-Jun-14	1-Sep-14	83	p50_D_08	p50	0.506125436
7579	JAM	Field2014	kw_2662	rosette	B	2	28-Jun-14	1-Sep-14	65	p50_D_09	p50	0.506217284
7696	JAM	Field2014	kw_3139	rosette	R	2.3	28-Jun-14	1-Sep-14	65	p50_D_10	p50	0.506430739
6495	ALD	Field2014	kw_0324	rosette	FO	3.1	6-Jun-14	1-Sep-14	87	p50_D_11	p50	0.506515667
7797	JAM	Field2014	kw_2854	rosette	B	3.1	28-Jun-14	1-Sep-14	65	p50_D_12	p50	0.509181163
7227	MAH	Field2014	kw_2092	rosette	R	1.5	12-Jun-14	1-Sep-14	81	p50_E_01	p50	0.509279068
6885	SIL	Field2014	kw_3457	rosette	R	3.2	10-Jun-14	1-Sep-14	83	p50_E_02	p50	0.509591033
7006	SIL	Field2014	kw_0669	rosette	R	2.5	10-Jun-14	1-Sep-14	83	p50_E_03	p50	0.510132164
7245	MAH	Field2014	kw_2137	rosette	R	2.9	12-Jun-14	1-Sep-14	81	p50_E_04	p50	0.511208163
7271	MAH	Field2014	kw_2157	rosette	B	3.5	12-Jun-14	1-Sep-14	81	p50_E_05	p50	0.512081638
6892	SIL	Field2014	kw_3539	rosette	FS1	4.8	10-Jun-14	1-Sep-14	83	p50_E_06	p50	0.513052834
6834	ALD	Field2014	kw_0412	rosette	FO	3.1	6-Jun-14	1-Sep-14	87	p50_E_07	p50	0.513131885
7450	MAH	Field2014	kw_2254	rosette	R	4.6	12-Jun-14	1-Sep-14	81	p50_E_08	p50	0.513612041
7132	SIL	Field2014	kw_3945	rosette	FS1	3	10-Jun-14	1-Sep-14	83	p50_E_09	p50	0.514059893
7280	MAH	Field2014	kw_1582	rosette	R	2.3	12-Jun-14	1-Sep-14	81	p50_E_10	p50	0.514132315
7439	MAH	Field2014	kw_2287	rosette	B	2.7	12-Jun-14	1-Sep-14	81	p50_E_11	p50	0.514151172
7133	SIL	Field2014	kw_3944	rosette	B	3.6	10-Jun-14	1-Sep-14	83	p50_E_12	p50	0.51434233
7100	SIL	Field2014	kw_3838	rosette	B	2.2	10-Jun-14	1-Sep-14	83	p50_F_01	p50	0.514800744
7340	MAH	Field2014	kw_1497	rosette	B	5.5	12-Jun-14	1-Sep-14	81	p50_F_02	p50	0.516347852
6318	ALD	Field2014	kw_0179	rosette	FS1	8.5	6-Jun-14	1-Sep-14	87	p50_F_03	p50	0.516558025
7699	JAM	Field2014	kw_3145	rosette	R	4.2	28-Jun-14	1-Sep-14	65	p50_F_04	p50	0.51749788
7238	MAH	Field2014	kw_2052	rosette	R	3.8	12-Jun-14	1-Sep-14	81	p50_F_05	p50	0.517754911
7506	MAH	Field2014	kw_1911	rosette	B	1.9	12-Jun-14	1-Sep-14	81	p50_F_06	p50	0.519253951
6994	SIL	Field2014	kw_3760	rosette	FO	2.8	10-Jun-14	1-Sep-14	83	p50_F_07	p50	0.519269026
6232	ALD	Field2014	kw_1145	rosette	FS1	2.3	6-Jun-14	1-Sep-14	87	p50_F_08	p50	0.520695057
7103	SIL	Field2014	kw_3843	rosette	FS2	2	10-Jun-14	1-Sep-14	83	p50_F_09	p50	0.520777344
7662	JAM	Field2014	kw_3050	rosette	R	3.7	28-Jun-14	1-Sep-14	65	p50_F_10	p50	0.521446093
6605	MAH	Field2014	kw_1313	rosette	R	3.9	12-Jun-14	1-Sep-14	81	p50_F_11	p50	0.669163683
6801	ALD	Field2014	kw_0144	rosette	B	4.6	6-Jun-14	1-Sep-14	87	p50_F_12	p50	0.521600724
6674	MAH	Field2014	kw_1385	rosette	R	5	12-Jun-14	1-Sep-14	81	p50_G_01	p50	0.521857001
6503	ALD	Field2014	kw_0347	rosette	R	3.3	6-Jun-14	1-Sep-14	87	p50_G_02	p50	0.522367624
6861	SIL	Field2014	kw_3436	rosette	FS1	3.1	10-Jun-14	1-Sep-14	83	p50_G_03	p50	0.523277096
6203	ALD	Field2014	kw_1104	rosette	FS1	4.2	6-Jun-14	1-Sep-14	87	p50_G_04	p50	0.523995899
7375	JAM	Field2014	kw_2621	rosette	R	3.3	28-Jun-14	1-Sep-14	65	p50_G_05	p50	0.524006828
7651	JAM	Field2014	kw_3029	rosette	R	5	28-Jun-14	1-Sep-14	65	p50_G_06	p50	0.524852027
7284	MAH	Field2014	kw_1563	rosette	R	2.1	12-Jun-14	1-Sep-14	81	p50_G_07	p50	0.52505499
7496	MAH	Field2014	kw_1956	rosette	R	5.4	12-Jun-14	1-Sep-14	81	p50_G_08	p50	0.525557631
7629	JAM	Field2014	kw_2980	rosette	R	1.8	28-Jun-14	1-Sep-14	65	p50_G_09	p50	0.525928646
6872	SIL	Field2014	kw_3486	rosette	B	4.4	10-Jun-14	1-Sep-14	83	p50_G_10	p50	0.527003364
7106	SIL	Field2014	kw_3814	rosette	B	1.6	10-Jun-14	1-Sep-14	83	p50_G_11	p50	0.527047175
6272	ALD	Field2014	kw_1198	rosette	FO	1	6-Jun-14	1-Sep-14	87	p50_G_12	p50	0.527120313
7650	JAM	Field2014	kw_3028	rosette	B	4.9	28-Jun-14	1-Sep-14	65	p50_H_01	p50	0.52780762
7336	MAH	Field2014	kw_1487	rosette	R	2.1	12-Jun-14	1-Sep-14	81	p50_H_02	p50	0.528254941
6648	ALD	Field2014	kw_0997	rosette	FS2	4.6	8-Jun-14	1-Sep-14	85	p50_H_03	p50	0.528270205
7199	MAH	Field2014	kw_1783	rosette	R	3	12-Jun-14	1-Sep-14	81	p50_H_04	p50	0.528672886
7521	MAH	Field2014	kw_1927	rosette	R	2.6	12-Jun-14	1-Sep-14	81	p50_H_05	p50	0.528674509
7111	SIL	Field2014	kw_3969	rosette	FO	3.2	10-Jun-14	1-Sep-14	83	p50_H_06	p50	0.528736472
6916	SIL	Field2014	kw_3572	rosette	FO	3.7	10-Jun-14	1-Sep-14	83	p50_H_07	p50	0.529081871
6827	ALD	Field2014	kw_0405	rosette	FO	4.4	6-Jun-14	1-Sep-14	87	p50_H_08	p50	0.529501129
7625	JAM	Field2014	kw_2972	rosette	R	2.1	28-Jun-14	1-Sep-14	65	p50_H_09	p50	0.530333971
6464	ALD	Field2014	kw_0468	rosette	R	5.1	6-Jun-14	1-Sep-14	87	p50_H_10	p50	0.531792803
7466	MAH	Field2014	kw_2348	rosette	B	3.4	12-Jun-14	1-Sep-14	81	p50_H_11	p50	0.532334644
6947	SIL	Field2014	kw_3612	rosette	R	1.4	10-Jun-14	1-Sep-14	83	p50_H_12	p50	0.533327994
6580	ALD	Field2014	kw_0882	rosette	B	4.5	8-Jun-14	1-Sep-14	85	p51_A_03	p51	0.53386865
7200	MAH	Field2014	kw_1758	rosette	R	1.9	12-Jun-14	1-Sep-14	81	p51_A_04	p51	0.534358776
7052	SIL	Field2014	kw_0708	rosette	FS2	1.3	10-Jun-14	1-Sep-14	83	p51_A_05	p51	0.534600564
6248	ALD	Field2014	kw_1167	rosette	FS2	1.9	6-Jun-14	1-Sep-14	87	p51_A_06	p51	0.535052506
7492	MAH	Field2014	kw_1969	rosette	B	4.1	12-Jun-14	1-Sep-14	81	p51_A_07	p51	0.535161624
6626	ALD	Field2014	kw_1025	rosette	FS1	7.2	8-Jun-14	1-Sep-14	85	p51_A_08	p51	0.535316256
7533	MAH	Field2014	kw_1891	rosette	R	2.9	12-Jun-14	1-Sep-14	81	p51_A_09	p51	0.536771672
7455	MAH	Field2014	kw_2325	rosette	R	3.3	12-Jun-14	1-Sep-14	81	p51_A_10	p51	0.537131321
7643	JAM	Field2014	kw_3016	rosette	B	3.4	28-Jun-14	1-Sep-14	65	p51_A_11	p51	0.537377427
6811	ALD	Field2014	kw_0372	rosette	B	5	6-Jun-14	1-Sep-14	87	p51_A_12	p51	0.538577164
7013	SIL	Field2014	kw_0690	rosette	R	3	10-Jun-14	1-Sep-14	83	p51_B_01	p51	0.538905841
6400	SIL	Field2014	kw_3289	rosette	FO	2	10-Jun-14	1-Sep-14	83	p51_B_02	p51	0.538923276
6245	ALD	Field2014	kw_1162	rosette	FS1	1.9	6-Jun-14	1-Sep-14	87	p51_B_03	p51	0.53997124
7216	MAH	Field2014	kw_2017	rosette	B	3.3	12-Jun-14	1-Sep-14	81	p51_B_04	p51	0.539985503
7566	MAH	Field2014	kw_2396	rosette	R	2.6	12-Jun-14	1-Sep-14	81	p51_B_05	p51	0.540259598
6832	ALD	Field2014	kw_0410	rosette	FO	2.8	6-Jun-14	1-Sep-14	87	p51_B_06	p51	0.540543612
7346	MAH	Field2014	kw_1490	rosette	R	2.5	12-Jun-14	1-Sep-14	81	p51_B_07	p51	0.540687477
6302	ALD	Field2014	kw_0581	rosette	R	4.8	6-Jun-14	1-Sep-14	87	p51_B_08	p51	0.541359954
7282	MAH	Field2014	kw_1570	rosette	B	4.7	12-Jun-14	1-Sep-14	81	p51_B_09	p51	0.545119547
7019	SIL	Field2014	kw_0612	rosette	FS2	2.1	10-Jun-14	1-Sep-14	83	p51_B_10	p51	0.546112112
7571	MAH	Field2014	kw_2365	rosette	R	4	12-Jun-14	1-Sep-14	81	p51_B_11	p51	0.546497986
7742	JAM	Field2014	kw_2443	rosette	B	1.6	28-Jun-14	1-Sep-14	65	p51_B_12	p51	0.550368521
6970	SIL	Field2014	kw_3708	rosette	R	2.5	10-Jun-14	1-Sep-14	83	p51_C_01	p51	0.550561528
6627	ALD	Field2014	kw_1029	rosette	R	6.6	8-Jun-14	1-Sep-14	85	p51_C_02	p51	0.551016617
6429	SIL	Field2014	kw_3384	rosette	FO	4.9	10-Jun-14	1-Sep-14	83	p51_C_03	p51	0.551610677
7049	SIL	Field2014	kw_0713	rosette	R	2.9	10-Jun-14	1-Sep-14	83	p51_C_04	p51	0.552214522
6249	ALD	Field2014	kw_1168	rosette	FS1	2.7	6-Jun-14	1-Sep-14	87	p51_C_05	p51	0.552601632
7523	MAH	Field2014	kw_1865	rosette	R	4.3	12-Jun-14	1-Sep-14	81	p51_C_06	p51	0.553200655
6426	SIL	Field2014	kw_3391	rosette	R	5.3	10-Jun-14	1-Sep-14	83	p51_C_07	p51	0.55396067
7109	SIL	Field2014	kw_3849	rosette	B	1.4	10-Jun-14	1-Sep-14	83	p51_C_08	p51	0.554702617
7486	MAH	Field2014	kw_1992	rosette	R	1.7	12-Jun-14	1-Sep-14	81	p51_C_09	p51	0.554952322
6858	SIL	Field2014	kw_3446	rosette	FS1	3.7	10-Jun-14	1-Sep-14	83	p51_C_10	p51	0.554982933
6784	ALD	Field2014	kw_0045	rosette	FO	2.8	6-Jun-14	1-Sep-14	87	p51_C_11	p51	0.555280151
6567	ALD	Field2014	kw_1222	rosette	FS1	5	6-Jun-14	1-Sep-14	87	p51_C_12	p51	0.555883913
7041	SIL	Field2014	kw_0751	rosette	R	2.5	10-Jun-14	1-Sep-14	83	p51_D_01	p51	0.556674928
7618	JAM	Field2014	kw_2746	rosette	B	6.6	28-Jun-14	1-Sep-14	65	p51_D_02	p51	0.557315542
6795	ALD	Field2014	kw_0121	rosette	B	6.6	6-Jun-14	1-Sep-14	87	p51_D_03	p51	0.557492121
7473	MAH	Field2014	kw_2319	rosette	R	2.1	12-Jun-14	1-Sep-14	81	p51_D_04	p51	0.557768824
7330	MAH	Field2014	kw_2368	rosette	R	2.2	12-Jun-14	1-Sep-14	81	p51_D_05	p51	0.557908735
6210	ALD	Field2014	kw_1112	rosette	FS1	2.3	6-Jun-14	1-Sep-14	87	p51_D_06	p51	0.557925417
6237	ALD	Field2014	kw_1152	rosette	FO	2.4	6-Jun-14	1-Sep-14	87	p51_D_07	p51	0.557965259
7781	JAM	Field2014	kw_2918	rosette	B	1.7	28-Jun-14	1-Sep-14	65	p51_D_08	p51	0.559268509
7343	MAH	Field2014	kw_1467	rosette	R	3.5	12-Jun-14	1-Sep-14	81	p51_D_09	p51	0.559278252
6894	SIL	Field2014	kw_3508	rosette	FO	3.5	10-Jun-14	1-Sep-14	83	p51_D_10	p51	0.559676366
6829	ALD	Field2014	kw_0407	rosette	FO	3.1	6-Jun-14	1-Sep-14	87	p51_D_11	p51	0.560752692
6969	SIL	Field2014	kw_3714	rosette	FO	1.8	10-Jun-14	1-Sep-14	83	p51_D_12	p51	0.560883815
6561	ALD	Field2014	kw_1210	rosette	B	4.6	6-Jun-14	1-Sep-14	87	p51_E_01	p51	0.560886338
7457	MAH	Field2014	kw_2329	rosette	R	2.7	12-Jun-14	1-Sep-14	81	p51_E_02	p51	0.562687343
7369	JAM	Field2014	kw_2610	rosette	R	1.9	28-Jun-14	1-Sep-14	65	p51_E_03	p51	0.562801778
7640	JAM	Field2014	kw_3012	rosette	R	4.7	28-Jun-14	1-Sep-14	65	p51_E_04	p51	0.563638898
7327	MAH	Field2014	kw_2397	rosette	B	4	12-Jun-14	1-Sep-14	81	p51_E_05	p51	0.564623554
7501	MAH	Field2014	kw_1939	rosette	R	3	12-Jun-14	1-Sep-14	81	p51_E_06	p51	0.565519061
7025	SIL	Field2014	kw_0632	rosette	R	2.2	10-Jun-14	1-Sep-14	83	p51_E_07	p51	0.566137
6353	ALD	Field2014	kw_0077	rosette	B	2.8	6-Jun-14	1-Sep-14	87	p51_E_08	p51	0.566513705
7424	MAH	Field2014	kw_2232	rosette	R	1.4	12-Jun-14	1-Sep-14	81	p51_E_09	p51	0.566622385
7483	MAH	Field2014	kw_1959	rosette	B	1.6	12-Jun-14	1-Sep-14	81	p51_E_10	p51	0.567422087
7702	JAM	Field2014	kw_3150	rosette	R	3.8	28-Jun-14	1-Sep-14	65	p51_E_11	p51	0.567618021
7264	MAH	Field2014	kw_2121	rosette	R	3.1	12-Jun-14	1-Sep-14	81	p51_E_12	p51	0.567623018
7598	JAM	Field2014	kw_2689	rosette	R	3.1	28-Jun-14	1-Sep-14	65	p51_F_01	p51	0.568390172
7437	MAH	Field2014	kw_2282	rosette	R	1.8	12-Jun-14	1-Sep-14	81	p51_F_02	p51	0.568562262
7230	MAH	Field2014	kw_2087	rosette	R	3.3	12-Jun-14	1-Sep-14	81	p51_F_03	p51	0.568753676
7039	SIL	Field2014	kw_0783	rosette	R	3.4	10-Jun-14	1-Sep-14	83	p51_F_04	p51	0.56964344
7005	SIL	Field2014	kw_0674	rosette	FO	0.8	10-Jun-14	1-Sep-14	83	p51_F_05	p51	0.572193037
6652	MAH	Field2014	kw_1321	rosette	R	4.1	12-Jun-14	1-Sep-14	81	p51_F_06	p51	0.572287657
7832	JAM	Field2014	kw_2834	rosette	R	2.7	28-Jun-14	1-Sep-14	65	p51_F_07	p51	0.57411952
7608	JAM	Field2014	kw_2724	rosette	R	5.4	28-Jun-14	1-Sep-14	65	p51_F_08	p51	0.574378067
7429	MAH	Field2014	kw_2244	rosette	R	5.2	12-Jun-14	1-Sep-14	81	p51_F_09	p51	0.575069309
7358	MAH	Field2014	kw_1428	rosette	R	1.9	12-Jun-14	1-Sep-14	81	p51_F_10	p51	0.575233778
7128	SIL	Field2014	kw_3936	rosette	FO	4.1	10-Jun-14	1-Sep-14	83	p51_F_11	p51	0.576842246
6826	ALD	Field2014	kw_0404	rosette	FS1	3.2	6-Jun-14	1-Sep-14	87	p51_F_12	p51	0.577531073
6807	ALD	Field2014	kw_0364	rosette	R	2.7	6-Jun-14	1-Sep-14	87	p51_G_01	p51	0.578359861
6611	ALD	Field2014	kw_1098	rosette	SO	3.5	8-Jun-14	1-Sep-14	85	p51_G_02	p51	0.578773456
7520	MAH	Field2014	kw_1936	rosette	R	2.8	12-Jun-14	1-Sep-14	81	p51_G_03	p51	0.5791838
7054	SIL	Field2014	kw_0736	rosette	FS2	3.8	10-Jun-14	1-Sep-14	83	p51_G_04	p51	0.57995143
6530	ALD	Field2014	kw_1266	rosette	B	2.3	6-Jun-14	1-Sep-14	87	p51_G_05	p51	0.581290481
6845	ALD	Field2014	kw_0428	rosette	FO	5.4	6-Jun-14	1-Sep-14	87	p51_G_06	p51	0.584213157
6798	ALD	Field2014	kw_0855	rosette	B	4.2	8-Jun-14	1-Sep-14	85	p51_G_07	p51	0.584364073
7648	JAM	Field2014	kw_3023	rosette	B	4.6	28-Jun-14	1-Sep-14	65	p51_G_08	p51	0.584918232
7038	SIL	Field2014	kw_0795	rosette	SO	3.2	10-Jun-14	1-Sep-14	83	p51_G_10	p51	0.585510884
6520	ALD	Field2014	kw_0246	rosette	R	2.6	6-Jun-14	1-Sep-14	87	p51_G_11	p51	0.586316579
7259	MAH	Field2014	kw_2101	rosette	R	3.2	12-Jun-14	1-Sep-14	81	p51_G_12	p51	0.587268405
7309	MAH	Field2014	kw_1515	rosette	R	3.3	12-Jun-14	1-Sep-14	81	p51_H_01	p51	0.587639611
6836	ALD	Field2014	kw_0415	rosette	B	4.1	6-Jun-14	1-Sep-14	87	p51_H_02	p51	0.588076899
6650	MAH	Field2014	kw_1339	rosette	R	7.6	12-Jun-14	1-Sep-14	81	p51_H_03	p51	0.588692507
6879	SIL	Field2014	kw_3472	rosette	FS2	2.2	10-Jun-14	1-Sep-14	83	p51_H_04	p51	0.589204559
7283	MAH	Field2014	kw_1598	rosette	R	3.1	12-Jun-14	1-Sep-14	81	p51_H_05	p51	0.5892116
7476	MAH	Field2014	kw_1974	rosette	R	4.2	12-Jun-14	1-Sep-14	81	p51_H_06	p51	0.589568214
6665	MAH	Field2014	kw_1327	rosette	R	3.6	12-Jun-14	1-Sep-14	81	p51_H_07	p51	0.591076827
7831	JAM	Field2014	kw_2833	rosette	R	4.3	28-Jun-14	1-Sep-14	65	p51_H_08	p51	0.591274578
7110	SIL	Field2014	kw_3831	rosette	B	1.5	10-Jun-14	1-Sep-14	83	p51_H_09	p51	0.592294946
7495	MAH	Field2014	kw_1983	rosette	R	2.4	12-Jun-14	1-Sep-14	81	p51_H_10	p51	0.592341962
6987	SIL	Field2014	kw_3800	rosette	B	1.5	10-Jun-14	1-Sep-14	83	p51_H_11	p51	0.59408379
7771	JAM	Field2014	kw_2544	rosette	R	4.2	28-Jun-14	1-Sep-14	65	p51_H_12	p51	0.594519651
7387	JAM	Field2014	kw_2643	rosette	R	3.2	28-Jun-14	8-Sep-14	72	p52_A_03	p52	0.595569369
6492	ALD	Field2014	kw_0306	rosette	R	2.4	6-Jun-14	8-Sep-14	94	p52_A_04	p52	0.595638264
7044	SIL	Field2014	kw_0788	rosette	FS1	1.8	10-Jun-14	8-Sep-14	90	p52_A_05	p52	0.596287441
7512	MAH	Field2014	kw_1946	rosette	R	4.6	12-Jun-14	8-Sep-14	88	p52_A_06	p52	0.596705274
7665	JAM	Field2014	kw_3055	rosette	B	2.1	28-Jun-14	8-Sep-14	72	p52_A_07	p52	0.597706051
7775	JAM	Field2014	kw_2902	rosette	R	3.1	28-Jun-14	8-Sep-14	72	p52_A_08	p52	0.598240481
7301	MAH	Field2014	kw_1525	rosette	R	5.8	12-Jun-14	8-Sep-14	88	p52_A_09	p52	0.598389507
7647	JAM	Field2014	kw_3022	rosette	R	4.8	28-Jun-14	8-Sep-14	72	p52_A_10	p52	0.599959537
6606	ALD	Field2014	kw_1090	rosette	SO	2.6	8-Jun-14	8-Sep-14	92	p52_A_11	p52	0.600198602
7627	JAM	Field2014	kw_2978	rosette	B	3.9	28-Jun-14	8-Sep-14	72	p52_A_12	p52	0.601332846
6787	ALD	Field2014	kw_0105	rosette	FO	2.4	6-Jun-14	8-Sep-14	94	p52_B_01	p52	0.602899389
7499	MAH	Field2014	kw_1982	rosette	R	3.1	12-Jun-14	8-Sep-14	88	p52_B_02	p52	0.603256751
6324	ALD	Field2014	kw_0189	rosette	R	3	6-Jun-14	8-Sep-14	94	p52_B_03	p52	0.60344548
7760	JAM	Field2014	kw_2492	rosette	R	3.6	28-Jun-14	8-Sep-14	72	p52_B_04	p52	0.603537789
7835	JAM	Field2014	kw_2845	rosette	R	0.7	28-Jun-14	8-Sep-14	72	p52_B_05	p52	0.603808003
6379	SIL	Field2014	kw_3209	rosette	B	3.6	10-Jun-14	8-Sep-14	90	p52_B_06	p52	0.606652587
7539	MAH	Field2014	kw_1900	rosette	R	3.9	12-Jun-14	8-Sep-14	88	p52_B_07	p52	0.606931291
7161	MAH	Field2014	kw_1725	rosette	R	3.5	12-Jun-14	8-Sep-14	88	p52_B_08	p52	0.607246448
6884	SIL	Field2014	kw_3466	rosette	FO	2.2	10-Jun-14	8-Sep-14	90	p52_B_09	p52	0.609058024
7325	MAH	Field2014	kw_2383	rosette	R	3.2	12-Jun-14	8-Sep-14	88	p52_B_10	p52	0.609226895
6523	ALD	Field2014	kw_1256	rosette	FS1	3.3	6-Jun-14	8-Sep-14	94	p52_B_11	p52	0.610398374
7730	JAM	Field2014	kw_2406	rosette	R	4.1	28-Jun-14	8-Sep-14	72	p52_B_12	p52	0.610536287
6910	SIL	Field2014	kw_3505	rosette	B	1.7	10-Jun-14	8-Sep-14	90	p52_C_01	p52	0.610563532
7676	JAM	Field2014	kw_3085	rosette	R	1.2	28-Jun-14	8-Sep-14	72	p52_C_02	p52	0.611967136
6340	ALD	Field2014	kw_0804	rosette	B	2.1	8-Jun-14	8-Sep-14	92	p52_C_03	p52	0.612530239
7597	JAM	Field2014	kw_2688	rosette	R	3.4	28-Jun-14	8-Sep-14	72	p52_C_04	p52	0.612600631
7194	MAH	Field2014	kw_1779	rosette	R	5.4	12-Jun-14	8-Sep-14	88	p52_C_05	p52	0.613174102
6868	SIL	Field2014	kw_3410	rosette	B	3.1	10-Jun-14	8-Sep-14	90	p52_C_06	p52	0.613181663
6851	SIL	Field2014	kw_3423	rosette	FO	3.5	10-Jun-14	8-Sep-14	90	p52_C_07	p52	0.614356827
6850	SIL	Field2014	kw_3370	rosette	FO	2.4	10-Jun-14	8-Sep-14	90	p52_C_08	p52	0.614506981
6548	ALD	Field2014	kw_0520	rosette	B	5.3	6-Jun-14	8-Sep-14	94	p52_C_09	p52	0.614605402
6243	ALD	Field2014	kw_1160	rosette	FS1	4.8	6-Jun-14	8-Sep-14	94	p52_C_10	p52	0.615500163
6545	ALD	Field2014	kw_0515	rosette	FS1	10.6	6-Jun-14	8-Sep-14	94	p52_C_11	p52	0.616429582
7229	MAH	Field2014	kw_2054	rosette	R	2.8	12-Jun-14	8-Sep-14	88	p52_C_12	p52	0.617496375
6847	ALD	Field2014	kw_0430	rosette	FO	7.2	6-Jun-14	8-Sep-14	94	p52_D_01	p52	0.61771446
6955	SIL	Field2014	kw_3654	rosette	FS1	6.7	10-Jun-14	8-Sep-14	90	p52_D_02	p52	0.617714563
7024	SIL	Field2014	kw_0621	rosette	SO	1.6	10-Jun-14	8-Sep-14	90	p52_D_03	p52	0.618268433
6911	SIL	Field2014	kw_3562	rosette	FO	4.5	10-Jun-14	8-Sep-14	90	p52_D_04	p52	0.618966157
6791	ALD	Field2014	kw_0114	rosette	R	2.7	6-Jun-14	8-Sep-14	94	p52_D_05	p52	0.619772771
6776	ALD	Field2014	kw_0016	rosette	B	2.2	6-Jun-14	8-Sep-14	94	p52_D_06	p52	0.622815927
7187	MAH	Field2014	kw_1784	rosette	R	2.2	12-Jun-14	8-Sep-14	88	p52_D_07	p52	0.624367145
7055	SIL	Field2014	kw_0731	rosette	SO	1.4	10-Jun-14	8-Sep-14	90	p52_D_08	p52	0.624490066
7515	MAH	Field2014	kw_1922	rosette	R	2.2	12-Jun-14	8-Sep-14	88	p52_D_09	p52	0.62485189
6667	MAH	Field2014	kw_1386	rosette	R	4.1	12-Jun-14	8-Sep-14	88	p52_D_10	p52	0.626067533
6551	ALD	Field2014	kw_0525	rosette	B	8.5	6-Jun-14	8-Sep-14	94	p52_D_11	p52	0.626531733
7339	MAH	Field2014	kw_1455	rosette	B	2	12-Jun-14	8-Sep-14	88	p52_D_12	p52	0.628700138
7546	MAH	Field2014	kw_1833	rosette	R	4.4	12-Jun-14	8-Sep-14	88	p52_E_01	p52	0.629150358
6903	SIL	Field2014	kw_3530	rosette	B	2.3	10-Jun-14	8-Sep-14	90	p52_E_02	p52	0.629276234
7535	MAH	Field2014	kw_1881	rosette	R	3.3	12-Jun-14	8-Sep-14	88	p52_E_03	p52	0.629658029
6963	SIL	Field2014	kw_3653	rosette	B	4.5	10-Jun-14	8-Sep-14	90	p52_E_04	p52	0.630845141
7206	MAH	Field2014	kw_2011	rosette	R	4.6	12-Jun-14	8-Sep-14	88	p52_E_05	p52	0.631710149
6422	SIL	Field2014	kw_3323	rosette	B	1.7	10-Jun-14	8-Sep-14	90	p52_E_06	p52	0.631761285
6813	ALD	Field2014	kw_0379	rosette	FO	2.8	6-Jun-14	8-Sep-14	94	p52_E_07	p52	0.632392076
7244	MAH	Field2014	kw_2120	rosette	R	3.1	12-Jun-14	8-Sep-14	88	p52_E_08	p52	0.632996598
6597	ALD	Field2014	kw_0944	rosette	B	6.2	8-Jun-14	8-Sep-14	92	p52_E_09	p52	0.633141393
7497	MAH	Field2014	kw_1990	rosette	R	2.5	12-Jun-14	8-Sep-14	88	p52_E_10	p52	0.633170935
7001	SIL	Field2014	kw_0679	rosette	R	2.6	10-Jun-14	8-Sep-14	90	p52_E_11	p52	0.633379373
7318	MAH	Field2014	kw_1470	rosette	B	4.3	12-Jun-14	8-Sep-14	88	p52_E_12	p52	0.633439493
6266	ALD	Field2014	kw_1189	rosette	FS2	2.6	6-Jun-14	8-Sep-14	94	p52_F_01	p52	0.633643175
7693	JAM	Field2014	kw_3129	rosette	R	3.3	28-Jun-14	8-Sep-14	72	p52_F_02	p52	0.63510901
7692	JAM	Field2014	kw_3128	rosette	B	3.2	28-Jun-14	8-Sep-14	72	p52_F_03	p52	0.635731176
7447	MAH	Field2014	kw_2260	rosette	R	1.9	12-Jun-14	8-Sep-14	88	p52_F_04	p52	0.63617276
6539	ALD	Field2014	kw_1299	rosette	FO	2.8	6-Jun-14	8-Sep-14	94	p52_F_05	p52	0.637026782
