Plant_ID	Block	Genotype	Site	Obs	Date	Stg	TCO	H	rosLN	rosDLN	rosAD	DamPC
kw_1788	m.04	VNH	MAH	CR		FS2	0	410	0	0	0	0
kw_1789	m.04	RUB	MAH	CR		SO	0	364	7	2	10	2.857142857
kw_1790	m.04	JAM	MAH	CR		X						
kw_1791	m.04	BHM	MAH	CR		SO	0	511	0	0	0	0
kw_1792	m.04	SAD	MAH	CR		X						
kw_1793	m.04	LTM	MAH	CR		SO	0	515	0	0	0	0
kw_1794	m.04	HMC	MAH	CR		X						
kw_1795	m.04	SIL	MAH	CR		FS1	0	235	9	0	0	0
kw_1796	m.04	BHM	MAH	CR		SO	0	486	0	0	0	0
kw_1797	m.04	BSC	MAH	CR		X						
kw_1798	m.04	FLF	MAH	CR		SO	0	505	0	0	0	0
kw_1799	m.04	PAR	MAH	CR		X						
kw_1800	m.04	LTM	MAH	CR		SO	0	503	6	0	0	0
kw_1801	m.05	BHM	MAH	RK		X						
kw_1802	m.05	MIL	MAH	RK		X						
kw_1803	m.05	SIL	MAH	RK		X						
kw_1804	m.05	DDW	MAH	RK		SO	0	392	14	0	0	0
kw_1805	m.05	LTM	MAH	RK		SO	0	331	10	2	10	2
kw_1806	m.05	BHS	MAH	RK		SO	0	256	0	0	0	0
kw_1807	m.05	BVC	MAH	RK		R	0	47	13	4	25	7.692307692
kw_1808	m.05	WHC	MAH	RK		B	0	52	8	2	20	5
kw_1809	m.05	ECM	MAH	RK		X						
kw_1810	m.05	THT	MAH	RK		FS1	0	197	9	1	10	1.111111111
kw_1811	m.05	VNH	MAH	RK		FO	0	142	9	0	0	0
kw_1812	m.05	MAH	MAH	RK		X						
kw_1813	m.05	SAD	MAH	RK		X						
kw_1814	m.05	FLF	MAH	RK		SO	0	384	6	1	5	0.833333333
kw_1815	m.05	RUB	MAH	RK		B	0	120	9	1	10	1.111111111
kw_1816	m.05	BSC	MAH	RK		X						
kw_1817	m.05	ECM	MAH	RK		SO	0	392	0	0	0	0
kw_1818	m.05	DDW	MAH	RK		SO	0	174	12	1	20	1.666666667
kw_1819	m.05	BVC	MAH	RK		X						
kw_1820	m.05	PCS	MAH	RK		X						
kw_1821	m.05	PAR	MAH	RK		R	0	54	18	1	20	1.111111111
kw_1822	m.05	RUB	MAH	RK		FS2	0	309	12	0	0	0
kw_1823	m.05	BHS	MAH	RK		SO	0	285	4	1	5	1.25
kw_1824	m.05	BSC	MAH	RK		X						
kw_1825	m.05	SAD	MAH	RK		R	0	55	9	1	10	1.111111111
kw_1826	m.05	EGM	MAH	RK		SO	0	399	7	0	0	0
kw_1827	m.05	VNH	MAH	RK		SO	0	250	9	2	10	2.222222222
kw_1828	m.05	LTM	MAH	RK		SO	0	417	1	1	5	5
kw_1829	m.05	MAH	MAH	RK		X						
kw_1830	m.05	BNK	MAH	RK		X						
kw_1831	m.05	IRF	MAH	RK		SO	0	280	11	0	0	0
kw_1832	m.05	WHC	MAH	RK		X						
kw_1833	m.05	BHM	MAH	RK		SO	0	410	7	0	0	0
kw_1834	m.05	IRF	MAH	RK		FS1	0	200	16	0	0	0
kw_1835	m.05	MFP	MAH	RK		X						
kw_1836	m.05	JAM	MAH	RK		X						
kw_1837	m.05	SIL	MAH	RK		FS2	0	338	10	0	0	0
kw_1838	m.05	HMC	MAH	RK		B	0	270	5	0	0	0
kw_1839	m.05	THT	MAH	RK		FS2	0	166	10	0	0	0
kw_1840	m.05	PAR	MAH	RK		SO	0	370	15	2	30	4
kw_1841	m.05	JAM	MAH	RK		SO	0	134	0	0	0	0
kw_1842	m.05	BVM	MAH	RK		X						
kw_1843	m.05	EGM	MAH	RK		FO	0	250	5	2	20	8
kw_1844	m.05	MFP	MAH	RK		X						
kw_1845	m.05	BVM	MAH	RK		X						
kw_1846	m.05	FLF	MAH	RK		SO	0	345	0	0	0	0
kw_1847	m.05	PCS	MAH	RK		FS1	0	251	4	0	0	0
kw_1848	m.05	MIL	MAH	RK		X						
kw_1849	m.05	HMC	MAH	RK		X						
kw_1850	m.05	BNK	MAH	RK		X						
kw_1851	m.06	BNK	MAH	RK		X						
kw_1852	m.06	MIL	MAH	RK		SO	0	366	4	0	0	0
kw_1853	m.06	PAR	MAH	RK		X						
kw_1854	m.06	ECM	MAH	RK		SO	0	199	5	1	30	6
kw_1855	m.06	ECM	MAH	RK		FS2	0	326	0	0	0	0
kw_1856	m.06	BSC	MAH	RK		R	0	52	12	3	10	2.5
kw_1857	m.06	RUB	MAH	RK		B	1	170	8	1	5	0.625
kw_1858	m.06	THT	MAH	RK		R	0	45	9	0	0	0
kw_1859	m.06	MAH	MAH	RK		X						
kw_1860	m.06	BHM	MAH	RK		SO	0	184	7	0	0	0
kw_1861	m.06	SIL	MAH	RK		FS2	0	308	9	0	0	0
kw_1862	m.06	WHC	MAH	RK		X						
kw_1863	m.06	MAH	MAH	RK		SO	0	465	0	0	0	0
kw_1864	m.06	THT	MAH	RK		R	0	46	12	0	0	0
kw_1865	m.06	BHM	MAH	RK		SO	0	349	7	0	0	0
kw_1866	m.06	PCS	MAH	RK		FS1	0	262	7	0	0	0
kw_1867	m.06	DDW	MAH	RK		FO	0	172	9	0	0	0
kw_1868	m.06	BVM	MAH	RK		FS1	0	173	8	0	0	0
kw_1869	m.06	DDW	MAH	RK		FS1	0	146	12	0	0	0
kw_1870	m.06	RUB	MAH	RK		B	0	156	9	1	10	1.111111111
kw_1871	m.06	BHS	MAH	RK		FS2	0	270	2	2	40	40
kw_1872	m.06	JAM	MAH	RK		SO	0	388	0	0	0	0
kw_1873	m.06	IRF	MAH	RK		FS2	0	177	11	0	0	0
kw_1874	m.06	EGM	MAH	RK		SO	0	545	0	0	0	0
kw_1875	m.06	HMC	MAH	RK		X						
kw_1876	m.06	WHC	MAH	RK		FS2	0	307	13	7	20	10.76923077
kw_1877	m.06	BVC	MAH	RK		B	0	111	9	8	25	22.22222222
kw_1878	m.06	VNH	MAH	RK		FO	0	195	11	2	10	1.818181818
kw_1879	m.06	PAR	MAH	RK		X						
kw_1880	m.06	BVM	MAH	RK		R	0	53	10	7	20	14
kw_1881	m.06	JAM	MAH	RK		SO	0	438	5	1	10	2
kw_1882	m.06	FLF	MAH	RK		SO	0	379	0	0	0	0
kw_1883	m.06	BNK	MAH	RK		SO	0	250	5	1	10	2
kw_1884	m.06	LTM	MAH	RK		SO	0	319	13	2	10	1.538461538
kw_1885	m.06	MFP	MAH	RK		X						
kw_1886	m.06	BSC	MAH	RK		X						
kw_1887	m.06	SAD	MAH	RK		R	0	45	0	0	0	0
kw_1888	m.06	BVC	MAH	RK		X						
kw_1889	m.06	IRF	MAH	RK		FS2	0	228	9	8	10	8.888888889
kw_1890	m.06	BHS	MAH	RK		SO	0	172	6	0	0	0
kw_1891	m.06	HMC	MAH	RK		FO	0	241	2	0	0	0
kw_1892	m.06	LTM	MAH	RK		SO	0	363	2	2	10	10
kw_1893	m.06	MIL	MAH	RK		R	0	46	8	6	30	22.5
kw_1894	m.06	VNH	MAH	RK		SO	0	310	7	2	10	2.857142857
kw_1895	m.06	MFP	MAH	RK		X						
kw_1896	m.06	SIL	MAH	RK		FS2	0	293	6	1	10	1.666666667
kw_1897	m.06	EGM	MAH	RK		SO	0	394	2	0	0	0
kw_1898	m.06	FLF	MAH	RK		X						
kw_1899	m.06	SAD	MAH	RK		R	0	60	24	5	10	2.083333333
kw_1900	m.06	PCS	MAH	RK		SO	0	318	5	0	0	0
kw_1901	m.07	PAR	MAH	JL		X						
kw_1902	m.07	MAH	MAH	JL		X						
kw_1903	m.07	THT	MAH	JL		FS1	0	225	11	0	0	0
kw_1904	m.07	BVM	MAH	JL		SO	0	349	9	1	5	0.555555556
kw_1905	m.07	WHC	MAH	JL		FO	0	173	9	2	15	3.333333333
kw_1906	m.07	RUB	MAH	JL		FO	0	213	11	3	10	2.727272727
kw_1907	m.07	JAM	MAH	JL		SO	0	381	1	1	30	30
kw_1908	m.07	BSC	MAH	JL		X						
kw_1909	m.07	FLF	MAH	JL		SO	0	538	0	0	0	0
kw_1910	m.07	EGM	MAH	JL		SO	0	325	0	0	0	0
kw_1911	m.07	ECM	MAH	JL		SO	0	346	0	0	0	0
kw_1912	m.07	WHC	MAH	JL		SO	0	232	5	2	5	2
kw_1913	m.07	BSC	MAH	JL		X						
kw_1914	m.07	BVC	MAH	JL		X						
kw_1915	m.07	SIL	MAH	JL		B	0	138	11	3	15	4.090909091
kw_1916	m.07	BHS	MAH	JL		SO	0	152	6	3	10	5
kw_1917	m.07	SAD	MAH	JL		X						
kw_1918	m.07	MFP	MAH	JL		X						
kw_1919	m.07	MAH	MAH	JL		SO	0	405	0	0	0	0
kw_1920	m.07	PCS	MAH	JL		SO	0	378	7	1	10	1.428571429
kw_1921	m.07	MIL	MAH	JL		SO	0	446	0	0	0	0
kw_1922	m.07	PAR	MAH	JL		R	0	36	14	3	10	2.142857143
kw_1923	m.07	ECM	MAH	JL		SO	0	283	0	0	0	0
kw_1924	m.07	IRF	MAH	JL		SO	0	981	6	0	0	0
kw_1925	m.07	SIL	MAH	JL		SO	0	333	3	1	60	20
kw_1926	m.07	PCS	MAH	JL		X						
kw_1927	m.07	VNH	MAH	JL		SO	0	118	9	5	15	8.333333333
kw_1928	m.07	MFP	MAH	JL		X						
kw_1929	m.07	LTM	MAH	JL		SO	0	415	13	4	15	4.615384615
kw_1930	m.07	MIL	MAH	JL		FO	0	228	4	1	10	2.5
kw_1931	m.07	DDW	MAH	JL		FS2	0	226	13	0	0	0
kw_1932	m.07	IRF	MAH	JL		R	0	38	17	1	5	0.294117647
kw_1933	m.07	SAD	MAH	JL		R	0	61	28	2	10	0.714285714
kw_1934	m.07	EGM	MAH	JL		SO	0	412	0	0	0	0
kw_1935	m.07	BHM	MAH	JL		SO	0	311	2	2	30	30
kw_1936	m.07	THT	MAH	JL		B	0	150	13	5	10	3.846153846
kw_1937	m.07	DDW	MAH	JL		SO	0	265	12	2	5	0.833333333
kw_1938	m.07	BNK	MAH	JL		SO	0	303	5	2	10	4
kw_1939	m.07	BHS	MAH	JL		SO	0	270	1	0	0	0
kw_1940	m.07	JAM	MAH	JL		X						
kw_1941	m.07	FLF	MAH	JL		SO	0	344	7	0	0	0
kw_1942	m.07	BVC	MAH	JL		SO	0	228	7	0	0	0
kw_1943	m.07	RUB	MAH	JL		SO	0	321	5	2	20	8
kw_1944	m.07	HMC	MAH	JL		B	1	327	8	0	0	0
kw_1945	m.07	BVM	MAH	JL		X						
kw_1946	m.07	LTM	MAH	JL		SO	0	304	7	3	20	8.571428571
kw_1947	m.07	VNH	MAH	JL		X						
kw_1948	m.07	BHM	MAH	JL		SO	0	371	6	4	30	20
kw_1949	m.07	BNK	MAH	JL		SO	0	276	4	0	0	0
kw_1950	m.07	HMC	MAH	JL		FS2	0	254	5	4	30	24
kw_1951	m.08	JAM	MAH	JL		SO	0	352	7	0	0	0
kw_1952	m.08	VNH	MAH	JL		SO	0	328	2	0	0	0
kw_1953	m.08	FLF	MAH	JL		SO	0	455	1	1	10	10
kw_1954	m.08	MFP	MAH	JL		X						
kw_1955	m.08	IRF	MAH	JL		SO	0	373	6	0	0	0
kw_1956	m.08	SIL	MAH	JL		SO	0	280	12	12	30	30
kw_1957	m.08	WHC	MAH	JL		SO	0	295	0	0	0	0
kw_1958	m.08	BNK	MAH	JL		X						
kw_1959	m.08	ECM	MAH	JL		SO	0	360	0	0	0	0
kw_1960	m.08	MAH	MAH	JL		SO	0	511	0	0	0	0
kw_1961	m.08	SAD	MAH	JL		FS1	0	141	8	1	10	1.25
kw_1962	m.08	BHM	MAH	JL		SO	0	238	10	1	5	0.5
kw_1963	m.08	THT	MAH	JL		R	0	45	12	0	0	0
kw_1964	m.08	PAR	MAH	JL		X						
kw_1965	m.08	BHS	MAH	JL		B	0	116	4	0	0	0
kw_1966	m.08	VNH	MAH	JL		SO	0	293	0	0	0	0
kw_1967	m.08	LTM	MAH	JL		SO	0	298	4	1	10	2.5
kw_1968	m.08	MAH	MAH	JL		SO	0	376	0	0	0	0
kw_1969	m.08	MIL	MAH	JL		SO	0	442	0	0	0	0
kw_1970	m.08	BVC	MAH	JL		X						
kw_1971	m.08	RUB	MAH	JL		SO	0	251	10	1	5	0.5
kw_1972	m.08	DDW	MAH	JL		SO	0	260	12	0	0	0
kw_1973	m.08	MIL	MAH	JL		R	0	43	6	6	60	60
kw_1974	m.08	BHM	MAH	JL		SO	0	303	4	1	20	5
kw_1975	m.08	BSC	MAH	JL		SO	0	305	6	3	20	10
kw_1976	m.08	PCS	MAH	JL		R	0	25	8	3	5	1.875
kw_1977	m.08	SIL	MAH	JL		B	1	197	6	5	20	16.66666667
kw_1978	m.08	BVC	MAH	JL		SO	0	260	3	1	10	3.333333333
kw_1979	m.08	BHS	MAH	JL		FS2	0	188	3	0	0	0
kw_1980	m.08	PAR	MAH	JL		X						
kw_1981	m.08	PCS	MAH	JL		SO	0	268	5	1	10	2
kw_1982	m.08	WHC	MAH	JL		SO	0	258	0	0	0	0
kw_1983	m.08	SAD	MAH	JL		B	0	76	18	0	0	0
kw_1984	m.08	EGM	MAH	JL		SO	0	392	4	0	0	0
kw_1985	m.08	JAM	MAH	JL		X						
kw_1986	m.08	BSC	MAH	JL		X						
kw_1987	m.08	HMC	MAH	JL		B	0	253	4	2	10	5
kw_1988	m.08	DDW	MAH	JL		SO	0	272	10	2	10	2
kw_1989	m.08	LTM	MAH	JL		B	0	86	7	4	5	2.857142857
kw_1990	m.08	THT	MAH	JL		R	0	41	13	7	10	5.384615385
kw_1991	m.08	FLF	MAH	JL		SO	0	244	10	0	0	0
kw_1992	m.08	HMC	MAH	JL		SO	0	263	2	2	15	15
kw_1993	m.08	BVM	MAH	JL		R	0	42	10	1	10	1
kw_1994	m.08	RUB	MAH	JL		FS2	0	227	11	5	10	4.545454545
kw_1995	m.08	MFP	MAH	JL		R	0	44	8	0	0	0
kw_1996	m.08	ECM	MAH	JL		FO	0	173	0	0	0	0
kw_1997	m.08	EGM	MAH	JL		SO	0	423	0	0	0	0
kw_1998	m.08	IRF	MAH	JL		FS2	0	290	4	4	40	40
kw_1999	m.08	BNK	MAH	JL		SO	0	373	5	5	70	70
kw_2000	m.08	BVM	MAH	JL		FS2	0	218	11	7	10	6.363636364
kw_2001	m.09	HMC	MAH	MW		X						
kw_2002	m.09	VNH	MAH	MW		FS2	0	348	6	0	0	0
kw_2003	m.09	SIL	MAH	MW		X						
kw_2004	m.09	SAD	MAH	MW		FO	0	160	17	0	0	0
kw_2005	m.09	SIL	MAH	MW		R	0	45	19	0	0	0
kw_2006	m.09	JAM	MAH	MW		X						
kw_2007	m.09	DDW	MAH	MW		FO	0	210	13	2	15	2.307692308
kw_2008	m.09	BHM	MAH	MW		X						
kw_2009	m.09	IRF	MAH	MW		X						
kw_2010	m.09	BVC	MAH	MW		SO	0	299	6	4	20	13.33333333
kw_2011	m.09	BHS	MAH	MW		FS2	0	310	5	0	0	0
kw_2012	m.09	THT	MAH	MW		R	0	34	13	0	0	0
kw_2013	m.09	PCS	MAH	MW		SO	0	418	0	0	0	0
kw_2014	m.09	BSC	MAH	MW		X						
kw_2015	m.09	LTM	MAH	MW		SO	0	500	3	0	0	0
kw_2016	m.09	PAR	MAH	MW		X						
kw_2017	m.09	JAM	MAH	MW		SO	0	379	3	0	0	0
kw_2018	m.09	BNK	MAH	MW		X						
kw_2019	m.09	BSC	MAH	MW		X						
kw_2020	m.09	EGM	MAH	MW		FS2	0	433	2	0	0	0
kw_2021	m.09	RUB	MAH	MW		FO	0	223	14	2	5	0.714285714
kw_2022	m.09	LTM	MAH	MW		SO	0	294	11	3	15	4.090909091
kw_2023	m.09	PCS	MAH	MW		X						
kw_2024	m.09	HMC	MAH	MW		B	1	366	8	0	0	0
kw_2025	m.09	MIL	MAH	MW		FS1	0	495	0	0	0	0
kw_2026	m.09	VNH	MAH	MW		FS2	0	465	4	1	10	2.5
kw_2027	m.09	BVC	MAH	MW		X						
kw_2028	m.09	BVM	MAH	MW		X						
kw_2029	m.09	THT	MAH	MW		X						
kw_2030	m.09	BHM	MAH	MW		SO	0	397	3	0	0	0
kw_2031	m.09	BNK	MAH	MW		SO	0	439	4	0	0	0
kw_2032	m.09	MAH	MAH	MW		X						
kw_2033	m.09	WHC	MAH	MW		X						
kw_2034	m.09	WHC	MAH	MW		X						
kw_2035	m.09	DDW	MAH	MW		B	0	60	17	0	0	0
kw_2036	m.09	MFP	MAH	MW		X						
kw_2037	m.09	MIL	MAH	MW		FS1	0	390	0	0	0	0
kw_2038	m.09	MAH	MAH	MW		X						
kw_2039	m.09	PAR	MAH	MW		X						
kw_2040	m.09	FLF	MAH	MW		SO	0	375	1	0	0	0
kw_2041	m.09	EGM	MAH	MW		SO	0	672	3	0	0	0
kw_2042	m.09	FLF	MAH	MW		SO	0	484	2	0	0	0
kw_2043	m.09	RUB	MAH	MW		X						
kw_2044	m.09	IRF	MAH	MW		FS2	0	301	8	0	0	0
kw_2045	m.09	ECM	MAH	MW		SO	0	396	1	0	0	0
kw_2046	m.09	BHS	MAH	MW		X						
kw_2047	m.09	MFP	MAH	MW		X						
kw_2048	m.09	BVM	MAH	MW		FS2	0	467	12	2	10	1.666666667
kw_2049	m.09	ECM	MAH	MW		SO	0	377	3	0	0	0
kw_2050	m.09	SAD	MAH	MW		FS2	0	258	8	0	0	0
kw_2051	m.10	MAH	MAH	MW		FS1	0	461	1	0	0	0
kw_2052	m.10	RUB	MAH	MW		FO	0	275	10	1	5	0.5
kw_2053	m.10	THT	MAH	MW		R	0	12	9	5	30	16.66666667
kw_2054	m.10	FLF	MAH	MW		SO	0	370	4	1	25	6.25
kw_2055	m.10	BVC	MAH	MW		FS2	0	341	8	2	10	2.5
kw_2056	m.10	JAM	MAH	MW		SO	0	368	0	0	0	0
kw_2057	m.10	PAR	MAH	MW		X						
kw_2058	m.10	PCS	MAH	MW		FS2	0	331	5	0	0	0
kw_2059	m.10	THT	MAH	MW		FO	0	101	15	7	25	11.66666667
kw_2060	m.10	PCS	MAH	MW		R	0	58	14	6	15	6.428571429
kw_2061	m.10	BVM	MAH	MW		X						
kw_2062	m.10	LTM	MAH	MW		SO	0	360	7	0	0	0
kw_2063	m.10	LTM	MAH	MW		R	0	33	19	10	45	23.68421053
kw_2064	m.10	BHS	MAH	MW		X						
kw_2065	m.10	MIL	MAH	MW		SO	0	457	0	0	0	0
kw_2066	m.10	FLF	MAH	MW		SO	0	426	8	2	20	5
kw_2067	m.10	BSC	MAH	MW		X						
kw_2068	m.10	BVM	MAH	MW		X						
kw_2069	m.10	DDW	MAH	MW		B	0	218	10	3	15	4.5
kw_2070	m.10	JAM	MAH	MW		B	1	40	12	3	10	2.5
kw_2071	m.10	SAD	MAH	MW		X						
kw_2072	m.10	IRF	MAH	MW		FS2	0	308	9	0	0	0
kw_2073	m.10	BNK	MAH	MW		SO	0	320	5	1	5	1
kw_2074	m.10	SIL	MAH	MW		FS2	0	373	7	1	10	1.428571429
kw_2075	m.10	SAD	MAH	MW		FS2	0	499	7	0	0	0
kw_2076	m.10	BSC	MAH	MW		X						
kw_2077	m.10	EGM	MAH	MW		FS2	0	557	0	0	0	0
kw_2078	m.10	RUB	MAH	MW		SO	0	162	10	2	15	3
kw_2079	m.10	BVC	MAH	MW		R	0	56	19	13	20	13.68421053
kw_2080	m.10	MFP	MAH	MW		R	0	37	10	9	35	31.5
kw_2081	m.10	SIL	MAH	MW		FS2	0	374	10	0	0	0
kw_2082	m.10	EGM	MAH	MW		FS2	0	570	6	0	0	0
kw_2083	m.10	BHM	MAH	MW		X						
kw_2084	m.10	MFP	MAH	MW		M						
kw_2085	m.10	PAR	MAH	MW		X						
kw_2086	m.10	MAH	MAH	MW		X						
kw_2087	m.10	HMC	MAH	MW		FO	0	315	6	1	5	0.833333333
kw_2088	m.10	MIL	MAH	MW		X						
kw_2089	m.10	VNH	MAH	MW		FS2	0	381	11	0	0	0
kw_2090	m.10	BHS	MAH	MW		X						
kw_2091	m.10	WHC	MAH	MW		SO	0	304	4	0	0	0
kw_2092	m.10	ECM	MAH	MW		SO	0	327	3	0	0	0
kw_2093	m.10	VNH	MAH	MW		FS2	0	236	9	0	0	0
kw_2094	m.10	WHC	MAH	MW		B	1	31	5	5	40	40
kw_2095	m.10	IRF	MAH	MW		SO	0	235	14	3	20	4.285714286
kw_2096	m.10	ECM	MAH	MW		SO	0	193	5	2	5	2
kw_2097	m.10	BNK	MAH	MW		X						
kw_2098	m.10	HMC	MAH	MW		X						
kw_2099	m.10	DDW	MAH	MW		FS2	0	261	11	0	0	0
kw_2100	m.10	BHM	MAH	MW		X						
kw_2101	m.11	RUB	MAH	RK		FS1	0	271	7	6	20	17.14285714
kw_2102	m.11	SIL	MAH	RK		SO	0	375	6	0	0	0
kw_2103	m.11	PCS	MAH	RK		SO	0	442	0	0	0	0
kw_2104	m.11	HMC	MAH	RK		X						
kw_2105	m.11	MIL	MAH	RK		FS2	0	329	1	1	10	10
kw_2106	m.11	THT	MAH	RK		R	0	43	10	0	0	0
kw_2107	m.11	HMC	MAH	RK		X						
kw_2108	m.11	FLF	MAH	RK		SO	0	550	0	0	0	0
kw_2109	m.11	JAM	MAH	RK		B	1	241	3	3	40	40
kw_2110	m.11	DDW	MAH	RK		SO	0	313	8	0	0	0
kw_2111	m.11	SAD	MAH	RK		X						
kw_2112	m.11	BNK	MAH	RK		SO	0	357	0	0	0	0
kw_2113	m.11	PCS	MAH	RK		X						
kw_2114	m.11	EGM	MAH	RK		X						
kw_2115	m.11	IRF	MAH	RK		SO	0	324	13	0	0	0
kw_2116	m.11	LTM	MAH	RK		SO	0	337	8	0	0	0
kw_2117	m.11	EGM	MAH	RK		SO	0	663	12	0	0	0
kw_2118	m.11	JAM	MAH	RK		SO	0	190	1	1	10	10
kw_2119	m.11	MIL	MAH	RK		SO	0	544	0	0	0	0
kw_2120	m.11	BHM	MAH	RK		SO	0	344	3	0	0	0
kw_2121	m.11	WHC	MAH	RK		FS1	0	192	5	0	0	0
kw_2122	m.11	DDW	MAH	RK		X						
kw_2123	m.11	SAD	MAH	RK		SO	0	299	5	0	0	0
kw_2124	m.11	BHM	MAH	RK		X						
kw_2125	m.11	IRF	MAH	RK		SO	0	296	15	0	0	0
kw_2126	m.11	BVM	MAH	RK		X						
kw_2127	m.11	MAH	MAH	RK		SO	0	481	0	0	0	0
kw_2128	m.11	BNK	MAH	RK		SO	0	291	1	0	0	0
kw_2129	m.11	BHS	MAH	RK		X						
kw_2130	m.11	BSC	MAH	RK		X						
kw_2131	m.11	VNH	MAH	RK		R	0	63	15	2	20	2.666666667
kw_2132	m.11	LTM	MAH	RK		SO	0	327	10	0	0	0
kw_2133	m.11	WHC	MAH	RK		SO	0	374	9	0	0	0
kw_2134	m.11	MFP	MAH	RK		X						
kw_2135	m.11	PAR	MAH	RK		X						
kw_2136	m.11	PAR	MAH	RK		X						
kw_2137	m.11	BHS	MAH	RK		R	0	53	10	0	0	0
kw_2138	m.11	RUB	MAH	RK		FS2	0	390	8	0	0	0
kw_2139	m.11	THT	MAH	RK		SO	0	236	9	0	0	0
kw_2140	m.11	ECM	MAH	RK		SO	0	186	5	0	0	0
kw_2141	m.11	BVC	MAH	RK		R	0	56	15	0	0	0
kw_2142	m.11	MAH	MAH	RK		SO	0	551	0	0	0	0
kw_2143	m.11	VNH	MAH	RK		SO	0	395	8	0	0	0
kw_2144	m.11	MFP	MAH	RK		X						
kw_2145	m.11	BSC	MAH	RK		FO	0	165	9	0	0	0
kw_2146	m.11	SIL	MAH	RK		SO	0	415	5	0	0	0
kw_2147	m.11	FLF	MAH	RK		SO	0	473	5	0	0	0
kw_2148	m.11	ECM	MAH	RK		SO	0	516	0	0	0	0
kw_2149	m.11	BVM	MAH	RK		X						
kw_2150	m.11	BVC	MAH	RK		SO	0	400	8	1	15	1.875
kw_2151	m.12	BHM	MAH	CR		X						
kw_2152	m.12	BSC	MAH	CR		X						
kw_2153	m.12	FLF	MAH	CR		X						
kw_2154	m.12	MIL	MAH	CR		X						
kw_2155	m.12	BVC	MAH	CR		FS2	0	368	0	0	0	0
kw_2156	m.12	THT	MAH	CR		SO	0	227	7	0	0	0
kw_2157	m.12	MAH	MAH	CR		SO	0	511	0	0	0	0
kw_2158	m.12	WHC	MAH	CR		B	0	92	6	0	0	0
kw_2159	m.12	RUB	MAH	CR		SO	0	397	6	0	0	0
kw_2160	m.12	MAH	MAH	CR		X						
kw_2161	m.12	RUB	MAH	CR		B	0	124	12	0	0	0
kw_2162	m.12	JAM	MAH	CR		X						
kw_2163	m.12	DDW	MAH	CR		FS2	0	285	11	3	15	4.090909091
kw_2164	m.12	FLF	MAH	CR		X						
kw_2165	m.12	MFP	MAH	CR		X						
kw_2166	m.12	BHM	MAH	CR		X						
kw_2167	m.12	ECM	MAH	CR		B	0	291	0	0	0	0
kw_2168	m.12	EGM	MAH	CR		X						
kw_2169	m.12	PAR	MAH	CR		X						
kw_2170	m.12	VNH	MAH	CR		SO	0	318	6	0	0	0
kw_2171	m.12	SAD	MAH	CR		SO	0	339	6	0	0	0
kw_2172	m.12	LTM	MAH	CR		SO	0	351	7	0	0	0
kw_2173	m.12	BSC	MAH	CR		X						
kw_2174	m.12	IRF	MAH	CR		R	0	58	16	0	0	0
kw_2175	m.12	WHC	MAH	CR		B	0	56	9	1	20	2.222222222
kw_2176	m.12	VNH	MAH	CR		R	0	48	12	0	0	0
kw_2177	m.12	MFP	MAH	CR		X						
kw_2178	m.12	LTM	MAH	CR		SO	0	399	3	0	0	0
kw_2179	m.12	BVM	MAH	CR		X						
kw_2180	m.12	SIL	MAH	CR		SO	0	368	6	0	0	0
kw_2181	m.12	SAD	MAH	CR		X						
kw_2182	m.12	ECM	MAH	CR		FS2	0	382	0	0	0	0
kw_2183	m.12	BNK	MAH	CR		SO	0	419	0	0	0	0
kw_2184	m.12	BVC	MAH	CR		FO	0	347	3	0	0	0
kw_2185	m.12	JAM	MAH	CR		X						
kw_2186	m.12	BHS	MAH	CR		X						
kw_2187	m.12	HMC	MAH	CR		X						
kw_2188	m.12	PCS	MAH	CR		X						
kw_2189	m.12	BVM	MAH	CR		X						
kw_2190	m.12	PCS	MAH	CR		SO	0	378	0	0	0	0
kw_2191	m.12	SIL	MAH	CR		SO	0	304	7	1	5	0.714285714
kw_2192	m.12	IRF	MAH	CR		SO	0	286	10	0	0	0
kw_2193	m.12	THT	MAH	CR		X						
kw_2194	m.12	PAR	MAH	CR		X						
kw_2195	m.12	EGM	MAH	CR		X						
kw_2196	m.12	HMC	MAH	CR		X						
kw_2197	m.12	MIL	MAH	CR		SO	0	389	3	0	0	0
kw_2198	m.12	BNK	MAH	CR		X						
kw_2199	m.12	BHS	MAH	CR		X						
kw_2200	m.12	DDW	MAH	CR		FS2	0	272	9	0	0	0
kw_2201	m.13	BVM	MAH	JL		X						
kw_2202	m.13	PAR	MAH	JL		X						
kw_2203	m.13	BSC	MAH	JL		X						
kw_2204	m.13	MFP	MAH	JL		X						
kw_2205	m.13	WHC	MAH	JL		X						
kw_2206	m.13	FLF	MAH	JL		X						
kw_2207	m.13	EGM	MAH	JL		SO	0	390	0	0	0	0
kw_2208	m.13	VNH	MAH	JL		R	0	35	16	3	15	2.8125
kw_2209	m.13	MIL	MAH	JL		X						
kw_2210	m.13	BVM	MAH	JL		M						
kw_2211	m.13	WHC	MAH	JL		R	0	34	11	4	10	3.636363636
kw_2212	m.13	DDW	MAH	JL		R	0	50	12	5	10	4.166666667
kw_2213	m.13	SAD	MAH	JL		X						
kw_2214	m.13	MIL	MAH	JL		R	0	62	7	6	20	17.14285714
kw_2215	m.13	IRF	MAH	JL		FS1	0	158	11	0	0	0
