HPLC_ID	RetTime	Area	GS
7670	10.965	157.44	6MSOH	
7670	11.66	137.21	1MP	
7547	2.695	2175.2	2OH1ME	
7547	3.695	1360.1	sinigrin	
7547	6.561	3388.09	1ME	
7547	11.101	3603.7	6MSOH	
6869	3.643	1187.71	sinigrin	
6869	6.459	2664.22	1ME	
6869	11.048	310.71	6MSOH	
6869	11.791	411.85	1MP	
6256	3.936	1204.87	sinigrin	
6256	7.013	188.31	1ME	
6256	11.305	7.0	6MSOH	
6256	12.114	44.21	1MP	
6445	3.618	1198.18	sinigrin	
6445	10.97	1154.15	6MSOH	
6244	3.662	1122.26	sinigrin	
6244	11.026	117.63	6MSOH	
7123	2.638	121.57	2OH1ME	
7123	3.559	1163.26	sinigrin	
6229	3.691	1074.61	sinigrin	
6229	6.515	1565.24	1ME	
6229	11.102	16.64	6MSOH	
6229	11.836	20.94	1MP	
7745	3.627	1255.43	sinigrin	
7745	6.406	717.47	1ME	
7745	11.009	90.16	6MSOH	
7745	11.704	262.21	1MP	
6660	2.682	194.29	2OH1ME	
6660	3.671	1251.16	sinigrin	
6660	6.567	265.97	1ME	
6660	11.085	133.21	6MSOH	
6843	2.768	1637.77	2OH1ME	
6843	3.758	1228.87	sinigrin	
6843	6.627	25.66	1ME	
6843	11.106	79.38	6MSOH	
7712	3.653	1065.79	sinigrin	
7712	6.476	41.46	1ME	
7712	11.055	11.63	6MSOH	
7712	11.805	10.52	1MP	
7319	3.58	1197.65	sinigrin	
7319	6.301	467.86	1ME	
7319	10.951	167.59	6MSOH	
7319	11.626	71.02	1MP	
6497	3.65	1235.85	sinigrin	
6497	6.399	3653.54	1ME	
6497	10.991	1135.39	6MSOH	
6497	11.715	621.78	1MP	
6878	3.57	1108.07	sinigrin	
6878	6.306	1457.93	1ME	
6878	10.977	41.32	6MSOH	
6878	11.689	100.39	1MP	
6929	3.754	1230.13	sinigrin	
6929	6.727	473.78	1ME	
6929	11.19	14.12	6MSOH	
6929	11.962	58.86	1MP	
7792	2.766	717.69	2OH1ME	
7792	3.776	1115.91	sinigrin	
7792	6.649	2462.3	1ME	
7792	11.128	1639.66	6MSOH	
7792	11.885	11.65	1MP	
6584	2.662	238.48	2OH1ME	
6584	3.617	1146.55	sinigrin	
6584	6.364	15.55	1ME	
6584	10.998	38.07	6MSOH	
7265	2.648	252.58	2OH1ME	
7265	3.584	1191.39	sinigrin	
7265	6.307	67.26	1ME	
7265	10.972	165.85	6MSOH	
6793	3.582	1279.11	sinigrin	
6793	6.208	121.27	1ME	
6793	10.96	7341.35	6MSOH	
6419	3.615	1168.46	sinigrin	
6419	11.013	1352.6	6MSOH	
7686	2.648	348.88	2OH1ME	
7686	3.612	1223.56	sinigrin	
7686	6.369	461.87	1ME	
7686	11.008	1528.05	6MSOH	
7559	2.772	322.72	2OH1ME	
7559	3.822	1129.74	sinigrin	
7559	6.663	561.08	1ME	
7559	11.122	755.27	6MSOH	
7232	3.571	1126.1	sinigrin	
7232	6.314	28.37	1ME	
7232	10.957	51.71	6MSOH	
7290	2.653	143.27	2OH1ME	
7290	3.63	1176.16	sinigrin	
7290	6.369	49.78	1ME	
7290	11.026	487.8	6MSOH	
6397	3.567	1222.3	sinigrin	
6397	6.27	112.03	1ME	
6397	10.945	8.35	6MSOH	
6397	11.613	23.89	1MP	
7820	3.601	1121.42	sinigrin	
7820	6.38	304.24	1ME	
7820	11.013	56.96	6MSOH	
7820	11.733	134.4	1MP	
6800	3.636	1159.26	sinigrin	
6800	6.401	4156.63	1ME	
6800	11.019	32.7	6MSOH	
6800	11.754	71.23	1MP	
6965	2.667	280.42	2OH1ME	
6965	3.618	1185.99	sinigrin	
6965	6.423	26.51	1ME	
6965	11.069	89.85	6MSOH	
7675	3.712	1168.31	sinigrin	
7675	6.549	119.11	1ME	
7675	11.053	14.55	6MSOH	
7675	11.798	46.74	1MP	
sinigrin63	3.743	1203.42	sinigrin	
6213	2.628	656.74	2OH1ME	
6213	3.564	1199.78	sinigrin	
6213	6.305	17.09	1ME	
6213	10.957	137.24	6MSOH	
6815	2.684	452.15	2OH1ME	
6815	3.645	1185.11	sinigrin	
6815	6.447	49.15	1ME	
6815	11.046	661.06	6MSOH	
6816	2.686	234.7	2OH1ME	
6816	3.658	1223.58	sinigrin	
6816	11.04	27.65	6MSOH	
7798	3.611	890.37	sinigrin	
7798	6.384	58.1	1ME	
7798	11.023	14.97	6MSOH	
7798	11.733	42.15	1MP	
7168	2.706	100.26	2OH1ME	
7168	3.892	1294.15	sinigrin	
7168	6.938	138.98	1ME	
7168	11.285	77.15	6MSOH	
7014	3.635	1155.6	sinigrin	
7014	6.475	71.37	1ME	
7014	11.795	14.86	1MP	
6435	2.667	252.32	2OH1ME	
6435	3.623	1147.55	sinigrin	
6435	6.404	13.1	1ME	
6435	11.024	19.23	6MSOH	
7448	3.591	1196.42	sinigrin	
7448	6.349	778.01	1ME	
7448	10.978	212.08	6MSOH	
7448	11.688	134.33	1MP	
7669	3.696	1138.55	sinigrin	
7669	6.501	465.71	1ME	
7669	11.073	44.5	6MSOH	
7669	11.781	99.84	1MP	
7464	3.606	1137.57	sinigrin	
7464	6.369	3444.2	1ME	
7464	11.006	232.83	6MSOH	
7464	11.734	206.74	1MP	
6789	3.57	1088.74	sinigrin	
6789	6.323	60.92	1ME	
6789	11.649	28.73	1MP	
7365	2.706	1394.12	2OH1ME	
7365	3.726	1265.07	sinigrin	
7365	6.601	1213.64	1ME	
7365	11.111	2104.32	6MSOH	
6890	3.563	861.19	sinigrin	
6890	6.323	432.83	1ME	
6890	11.024	7.27	6MSOH	
6890	11.696	137.27	1MP	
6662	3.608	1115.57	sinigrin	
6662	6.321	879.7	1ME	
6662	10.995	96.39	6MSOH	
6662	11.7	60.77	1MP	
7099	2.629	432.06	2OH1ME	
7099	3.57	1228.86	sinigrin	
7099	6.321	15.5	1ME	
7099	10.967	19.24	6MSOH	
7223	3.755	708.94	sinigrin	
7223	6.62	159.99	1ME	
7223	11.107	58.32	6MSOH	
7223	11.856	39.54	1MP	
7002	3.611	957.29	sinigrin	
7002	6.346	114.6	1ME	
7002	10.986	16.83	6MSOH	
7002	11.697	34.96	1MP	
7157	3.62	1142.64	sinigrin	
7157	6.401	311.79	1ME	
7157	11.024	51.89	6MSOH	
7157	11.753	66.81	1MP	
7408	3.63	1152.89	sinigrin	
7408	6.395	686.73	1ME	
7408	11.023	235.4	6MSOH	
7408	11.753	158.84	1MP	
7256	3.636	1138.81	sinigrin	
7256	11.015	438.17	6MSOH	
7531	2.655	245.53	2OH1ME	
7531	3.633	1209.91	sinigrin	
7531	6.435	193.54	1ME	
7531	11.047	48.75	6MSOH	
7632	3.844	1163.98	sinigrin	
7632	6.701	3895.65	1ME	
7632	11.137	912.86	6MSOH	
7632	11.878	744.89	1MP	
6519	3.571	1280.41	sinigrin	
6519	6.316	2645.66	1ME	
6519	10.952	174.53	6MSOH	
6519	11.633	1121.14	1MP	
7009	3.614	1118.44	sinigrin	
7009	6.379	66.06	1ME	
7009	11.024	203.86	6MSOH	
7538	2.748	347.16	2OH1ME	
7538	3.717	1224.84	sinigrin	
7538	6.58	423.05	1ME	
7538	11.102	792.1	6MSOH	
7672	2.712	447.52	2OH1ME	
7672	3.715	1317.52	sinigrin	
7672	6.598	1040.08	1ME	
7672	11.127	578.08	6MSOH	
6384	3.605	1146.62	sinigrin	
6384	6.343	54.63	1ME	
6384	10.967	15.27	6MSOH	
7236	2.673	131.48	2OH1ME	
7236	3.665	1203.82	sinigrin	
7236	6.509	82.28	1ME	
7236	11.074	172.76	6MSOH	
7377	3.679	1266.7	sinigrin	
7377	6.348	95.9	1ME	
7377	11.085	6453.64	6MSOH	
6838	2.658	174.73	2OH1ME	
6838	3.616	1128.94	sinigrin	
6838	6.375	48.98	1ME	
6838	10.997	351.67	6MSOH	
6469	3.92	1211.13	sinigrin	
6469	6.977	2796.66	1ME	
6469	11.274	52.87	6MSOH	
6469	12.09	1287.22	1MP	
6463	3.627	1147.73	sinigrin	
6624	3.609	1349.12	sinigrin	
6624	10.968	2908.74	6MSOH	
6936	2.696	1108.45	2OH1ME	
6936	3.669	1246.09	sinigrin	
6936	6.462	12.84	1ME	
6936	11.074	56.07	6MSOH	
6314	2.612	2707.15	2OH1ME	
6314	3.553	1252.34	sinigrin	
6314	6.273	679.82	1ME	
6314	10.966	592.55	6MSOH	
7673	3.695	1140.54	sinigrin	
7673	6.512	1555.3	1ME	
7673	11.088	56.84	6MSOH	
7673	11.818	96.25	1MP	
6212	2.733	1653.9	2OH1ME	
6212	3.764	2055.59	sinigrin	
6212	6.679	188.23	1ME	
6212	11.164	378.81	6MSOH	
6871	3.796	1934.73	sinigrin	
6871	6.743	497.32	1ME	
6871	11.2	38.35	6MSOH	
6871	12.016	24.38	1MP	
6404	3.797	1937.5	sinigrin	
6404	6.743	1603.55	1ME	
6404	11.191	25.71	6MSOH	
6404	12.011	891.47	1MP	
7382	3.764	2184.49	sinigrin	
7382	6.673	6178.15	1ME	
7382	11.17	1526.08	6MSOH	
7382	11.987	596.37	1MP	
7440	2.771	755.19	2OH1ME	
7440	3.814	1879.92	sinigrin	
7440	6.798	846.51	1ME	
7440	11.218	780.82	6MSOH	
7833	3.763	1851.39	sinigrin	
7833	6.696	526.85	1ME	
7833	11.178	78.23	6MSOH	
7833	11.991	11.19	1MP	
7465	3.776	2092.52	sinigrin	
7465	6.683	10100.31	1ME	
7465	11.184	1246.87	6MSOH	
7465	11.996	2356.33	1MP	
6233	2.769	278.16	2OH1ME	
6233	3.796	1903.43	sinigrin	
6233	11.192	63.72	6MSOH	
7763	3.766	2111.58	sinigrin	
7763	6.708	2700.63	1ME	
7763	11.186	1305.77	6MSOH	
7763	12.0	1847.16	1MP	
7788	3.833	1973.55	sinigrin	
7788	6.831	579.66	1ME	
7788	11.236	240.77	6MSOH	
7788	12.06	344.99	1MP	
7094	3.817	1882.85	sinigrin	
7094	6.78	337.56	1ME	
7094	11.207	27.42	6MSOH	
7094	12.028	142.4	1MP	
7361	3.824	1910.96	sinigrin	
7361	6.791	3472.77	1ME	
7361	11.222	557.17	6MSOH	
7361	12.042	2205.33	1MP	
6779	3.8	1904.53	sinigrin	
6779	6.748	1931.35	1ME	
6779	11.198	38.73	6MSOH	
6779	12.017	500.18	1MP	
7761	2.777	843.35	2OH1ME	
7761	3.811	2220.17	sinigrin	
7761	6.763	1212.98	1ME	
7761	11.2	3303.75	6MSOH	
6664	3.769	2408.6	sinigrin	
6664	6.719	2502.52	1ME	
6664	11.184	835.13	6MSOH	
6664	12.008	841.89	1MP	
7770	3.812	1867.51	sinigrin	
7770	11.203	5384.56	6MSOH	
7167	3.781	1949.96	sinigrin	
7167	6.705	8322.25	1ME	
7167	11.187	1447.89	6MSOH	
7167	12.008	182.63	1MP	
7348	3.777	1986.99	sinigrin	
7348	6.699	3035.44	1ME	
7348	11.179	704.2	6MSOH	
7348	11.99	1771.82	1MP	
7076	3.819	1869.66	sinigrin	
7076	6.774	225.36	1ME	
7076	12.031	24.75	1MP	
7152	3.792	1871.43	sinigrin	
7152	6.76	145.03	1ME	
7152	11.207	46.73	6MSOH	
7152	12.023	69.22	1MP	
6357	2.744	2751.68	2OH1ME	
6357	3.772	2145.19	sinigrin	
6357	6.704	79.86	1ME	
6357	11.175	644.45	6MSOH	
7304	3.835	1994.17	sinigrin	
7304	6.799	1076.68	1ME	
7304	11.219	448.51	6MSOH	
7304	12.043	706.49	1MP	
7389	2.746	3540.98	2OH1ME	
7389	3.784	1941.39	sinigrin	
7389	6.746	694.35	1ME	
7389	11.195	2107.03	6MSOH	
6202	3.779	2184.22	sinigrin	
6202	6.709	71.94	1ME	
6202	11.996	21.89	1MP	
6413	2.739	2108.21	2OH1ME	
6413	3.764	2255.04	sinigrin	
6413	6.726	92.5	1ME	
6413	11.191	59.66	6MSOH	
7302	3.784	2037.86	sinigrin	
7302	6.724	4406.15	1ME	
7302	11.188	1224.67	6MSOH	
7302	12.003	2470.53	1MP	
6294	2.796	1305.22	2OH1ME	
6294	3.849	2214.85	sinigrin	
6294	6.847	33.8	1ME	
6294	11.247	14.93	6MSOH	
6671	2.768	4151.78	2OH1ME	
6671	3.819	1912.88	sinigrin	
6671	6.784	1265.46	1ME	
6671	11.212	1550.19	6MSOH	
7272	2.757	1353.94	2OH1ME	
7272	3.794	2018.16	sinigrin	
7272	6.737	945.23	1ME	
7272	11.196	443.56	6MSOH	
7818	3.847	2056.93	sinigrin	
7818	6.82	924.59	1ME	
7818	11.233	196.18	6MSOH	
7818	12.059	78.82	1MP	
6772	3.752	1925.89	sinigrin	
6772	6.668	4748.73	1ME	
6772	11.168	217.73	6MSOH	
6772	11.986	99.62	1MP	
6547	2.799	7740.42	2OH1ME	
6547	3.853	2377.17	sinigrin	
6547	6.854	145.94	1ME	
6547	11.25	78.24	6MSOH	
6331	3.76	1831.78	sinigrin	
6331	6.708	154.17	1ME	
6331	11.999	42.25	1MP	
7026	2.75	78.16	2OH1ME	
7026	3.774	1878.12	sinigrin	
7732	3.838	2088.09	sinigrin	
7732	6.804	1850.08	1ME	
7732	11.235	143.94	6MSOH	
7732	12.057	398.61	1MP	
7386	2.749	1473.06	2OH1ME	
7386	3.77	2061.44	sinigrin	
7386	6.693	428.21	1ME	
7386	11.162	5789.32	6MSOH	
7794	2.778	12.16	2OH1ME	
7794	3.828	2014.28	sinigrin	
7794	6.806	42.97	1ME	
7794	11.205	5861.49	6MSOH	
blank59	3.792	15.83	sinigrin	
7701	3.843	2105.15	sinigrin	
7701	6.793	7036.49	1ME	
7701	11.233	171.9	6MSOH	
7701	12.057	571.33	1MP	
6338	2.772	7539.49	2OH1ME	
6338	3.817	2187.28	sinigrin	
6338	6.786	1212.11	1ME	
6338	11.189	10496.09	6MSOH	
7345	3.774	1906.58	sinigrin	
7345	6.734	725.39	1ME	
7345	11.195	122.41	6MSOH	
7345	12.009	452.73	1MP	
6977	3.773	2022.93	sinigrin	
6977	11.166	6581.37	6MSOH	
7246	2.778	5751.05	2OH1ME	
7246	3.836	2265.24	sinigrin	
7246	6.822	1729.56	1ME	
7246	11.239	857.28	6MSOH	
7661	3.774	1904.0	sinigrin	
7661	6.711	75.1	1ME	
7661	11.177	9.35	6MSOH	
7661	11.989	37.1	1MP	
6455	3.761	1875.35	sinigrin	
6455	6.707	328.87	1ME	
6455	12.001	113.06	1MP	
6336	3.834	2078.19	sinigrin	
6336	6.797	1102.03	1ME	
6336	11.224	240.46	6MSOH	
6336	12.044	243.35	1MP	
6215	2.73	2500.08	2OH1ME	
6215	3.767	1913.95	sinigrin	
6215	6.708	363.19	1ME	
6215	11.177	754.2	6MSOH	
7066	2.756	378.88	2OH1ME	
7066	3.797	1871.49	sinigrin	
7066	11.206	24.9	6MSOH	
7668	2.747	1023.07	2OH1ME	
7668	3.785	1944.29	sinigrin	
7668	6.74	418.1	1ME	
7668	11.196	490.83	6MSOH	
7310	3.814	1915.96	sinigrin	
7310	6.773	3794.87	1ME	
7310	11.216	473.52	6MSOH	
7310	12.038	259.67	1MP	
6864	3.756	1982.94	sinigrin	
6864	11.18	1067.67	6MSOH	
6361	2.756	2625.52	2OH1ME	
6361	3.786	1986.06	sinigrin	
6361	6.738	202.25	1ME	
6361	11.192	1265.49	6MSOH	
6526	3.773	2136.37	sinigrin	
6526	6.727	802.38	1ME	
6526	12.003	192.02	1MP	
7470	3.827	1968.12	sinigrin	
7470	6.79	5453.44	1ME	
7470	11.227	912.73	6MSOH	
7470	12.043	1191.36	1MP	
7102	2.759	435.72	2OH1ME	
7102	3.801	1854.52	sinigrin	
7586	3.799	2082.46	sinigrin	
7586	6.727	6582.27	1ME	
7586	11.202	166.81	6MSOH	
7586	12.021	535.62	1MP	
7322	3.829	1781.79	sinigrin	
7322	11.228	407.27	6MSOH	
6906	3.795	1845.39	sinigrin	
6906	11.18	4777.53	6MSOH	
7254	2.763	148.4	2OH1ME	
7254	3.798	2295.75	sinigrin	
7254	6.74	358.32	1ME	
7254	11.196	1615.12	6MSOH	
7196	3.782	1948.44	sinigrin	
7196	6.736	552.61	1ME	
7196	11.199	115.19	6MSOH	
7196	12.013	165.57	1MP	
7306	3.753	2025.87	sinigrin	
7306	6.669	2621.06	1ME	
7306	11.17	611.44	6MSOH	
7306	11.983	933.1	1MP	
7802	3.81	1957.62	sinigrin	
7802	6.745	4269.05	1ME	
7802	11.201	749.83	6MSOH	
7802	12.014	1196.15	1MP	
6562	3.815	1839.38	sinigrin	
6562	6.788	642.62	1ME	
6562	12.032	398.72	1MP	
7503	3.782	2076.2	sinigrin	
7503	6.724	126.82	1ME	
7503	11.186	101.07	6MSOH	
7503	12.007	81.54	1MP	
7143	3.798	1867.22	sinigrin	
7143	6.738	2623.93	1ME	
7143	11.195	243.74	6MSOH	
7143	12.009	181.51	1MP	
7398	3.838	2079.99	sinigrin	
7398	6.804	5979.93	1ME	
7398	11.232	501.23	6MSOH	
7398	12.056	1291.15	1MP	
7035	2.798	489.46	2OH1ME	
7035	3.848	2047.43	sinigrin	
6348	3.809	1809.39	sinigrin	
6348	6.767	1766.8	1ME	
6348	11.217	42.88	6MSOH	
6348	12.033	345.84	1MP	
7261	3.822	1862.25	sinigrin	
7261	6.792	1259.11	1ME	
7261	11.216	489.43	6MSOH	
7261	12.034	556.67	1MP	
6968	3.801	2146.17	sinigrin	
6968	6.727	13368.32	1ME	
6968	11.209	782.82	6MSOH	
6968	12.027	376.62	1MP	
7609	3.772	2297.1	sinigrin	
7609	6.708	2744.47	1ME	
7609	11.187	478.59	6MSOH	
7609	12.005	1119.3	1MP	
6802	3.772	2030.85	sinigrin	
6802	6.707	4305.97	1ME	
6802	11.181	298.54	6MSOH	
6802	11.995	3149.2	1MP	
7397	3.779	1802.84	sinigrin	
7397	6.69	5180.86	1ME	
7397	11.181	290.81	6MSOH	
7397	11.993	351.42	1MP	
sinigrin59	3.847	2334.65	sinigrin	
6904	3.757	1957.24	sinigrin	
6904	11.169	3144.04	6MSOH	
7114	3.769	1914.37	sinigrin	
7114	6.701	804.68	1ME	
7114	11.182	12.61	6MSOH	
7114	11.996	177.43	1MP	
6774	3.786	1769.84	sinigrin	
6774	6.689	16889.54	1ME	
6774	11.201	757.1	6MSOH	
6774	12.018	1508.03	1MP	
7773	3.766	2090.15	sinigrin	
7773	6.704	580.54	1ME	
7773	11.184	147.06	6MSOH	
7773	11.996	407.43	1MP	
7116	2.731	1076.18	2OH1ME	
7116	3.766	2042.98	sinigrin	
7116	6.707	40.97	1ME	
7296	3.841	2161.85	sinigrin	
7296	6.815	2614.5	1ME	
7296	11.234	633.4	6MSOH	
7296	12.058	1366.81	1MP	
7578	3.778	1868.15	sinigrin	
7578	6.706	3415.93	1ME	
7578	11.179	749.13	6MSOH	
7578	11.991	1855.3	1MP	
6926	3.818	1915.82	sinigrin	
6926	11.201	7057.52	6MSOH	
7349	3.838	1861.2	sinigrin	
7349	6.799	1164.51	1ME	
7349	11.22	185.11	6MSOH	
7349	12.044	14.82	1MP	
6250	2.752	4584.92	2OH1ME	
6250	3.784	2069.7	sinigrin	
6250	6.716	120.66	1ME	
6250	11.183	349.65	6MSOH	
7657	2.722	1580.06	2OH1ME	
7657	3.755	2077.67	sinigrin	
7657	6.666	1813.47	1ME	
7657	11.152	556.32	6MSOH	
6921	3.823	1910.85	sinigrin	
6921	6.788	1075.65	1ME	
6921	12.04	254.51	1MP	
7731	3.754	1966.92	sinigrin	
7731	6.674	3789.8	1ME	
7731	11.166	1091.67	6MSOH	
7731	11.981	739.91	1MP	
6844	3.834	1805.75	sinigrin	
6844	6.786	1146.21	1ME	
6844	11.207	25.87	6MSOH	
6844	12.03	231.18	1MP	
7029	3.782	1928.35	sinigrin	
7029	6.732	197.19	1ME	
7029	11.187	9.48	6MSOH	
7029	12.002	65.61	1MP	
7471	3.836	2152.48	sinigrin	
7471	11.197	11868.08	6MSOH	
7536	3.768	2173.66	sinigrin	
7536	6.682	3844.74	1ME	
7536	11.164	777.1	6MSOH	
7536	11.984	957.35	1MP	
7682	2.74	326.28	2OH1ME	
7682	3.776	1923.86	sinigrin	
7682	6.717	438.45	1ME	
7682	11.185	15.34	6MSOH	
6886	3.838	2199.04	sinigrin	
6886	11.207	7541.57	6MSOH	
7297	3.822	1876.65	sinigrin	
7297	6.806	393.07	1ME	
7297	11.222	264.55	6MSOH	
7297	12.044	314.44	1MP	
7384	3.802	2247.22	sinigrin	
7384	6.744	4606.84	1ME	
7384	11.198	1530.43	6MSOH	
7384	12.014	2851.76	1MP	
6408	3.777	1960.07	sinigrin	
6408	6.703	246.37	1ME	
6408	11.175	17.83	6MSOH	
6408	11.991	135.49	1MP	
7287	2.519	341.62	2OH1ME	
7287	3.414	1433.21	sinigrin	
7287	6.008	206.81	1ME	
7287	10.738	55.45	6MSOH	
7698	3.424	1437.04	sinigrin	
7698	5.864	130.96	1ME	
7698	10.773	9340.47	6MSOH	
6307	2.53	1350.09	2OH1ME	
6307	3.437	1549.29	sinigrin	
6307	6.13	30.15	1ME	
6307	10.828	338.4	6MSOH	
7289	3.427	1295.57	sinigrin	
7289	6.022	738.28	1ME	
7289	10.737	65.92	6MSOH	
7289	11.439	43.8	1MP	
6855	3.427	1343.74	sinigrin	
6855	6.061	1285.97	1ME	
6855	10.755	32.68	6MSOH	
6855	11.448	737.4	1MP	
7098	3.451	1497.73	sinigrin	
7098	10.828	825.58	6MSOH	
6349	3.407	1405.6	sinigrin	
6349	6.012	3366.15	1ME	
6349	10.749	144.59	6MSOH	
6349	11.458	1737.79	1MP	
6536	3.428	1305.8	sinigrin	
6536	10.793	37.56	6MSOH	
6289	3.436	1392.45	sinigrin	
6289	6.094	563.78	1ME	
6289	11.533	453.99	1MP	
7270	3.397	1339.01	sinigrin	
7270	6.018	348.44	1ME	
7270	10.748	74.81	6MSOH	
7270	11.442	81.79	1MP	
7543	3.414	1387.71	sinigrin	
7543	6.064	312.25	1ME	
7543	10.774	234.43	6MSOH	
7543	11.479	198.97	1MP	
sinigrin61	3.422	1531.69	sinigrin	
7097	3.413	1351.25	sinigrin	
7097	6.05	3883.34	1ME	
7097	10.768	28.79	6MSOH	
7097	11.479	226.85	1MP	
7170	2.505	220.27	2OH1ME	
7170	3.413	1416.98	sinigrin	
7170	6.027	454.29	1ME	
7170	10.756	611.8	6MSOH	
7331	3.422	1355.31	sinigrin	
7331	10.779	2135.25	6MSOH	
6405	3.406	1213.57	sinigrin	
6405	6.017	15.44	1ME	
6405	10.75	9.3	6MSOH	
6477	2.539	124.38	2OH1ME	
6477	3.47	1348.06	sinigrin	
7371	2.523	1632.95	2OH1ME	
7371	3.434	1585.39	sinigrin	
7371	6.025	1425.12	1ME	
7371	10.75	2369.16	6MSOH	
6630	2.51	85.41	2OH1ME	
6630	3.41	1248.4	sinigrin	
6630	5.986	23.1	1ME	
6630	10.758	12.44	6MSOH	
7153	3.409	1202.71	sinigrin	
7153	6.028	3068.41	1ME	
7153	10.758	928.06	6MSOH	
7153	11.463	559.73	1MP	
7121	3.405	1362.44	sinigrin	
7121	6.053	258.37	1ME	
7121	10.781	34.89	6MSOH	
7121	11.494	111.59	1MP	
7683	2.507	1145.02	2OH1ME	
7683	3.409	1453.13	sinigrin	
7683	6.05	903.93	1ME	
7683	10.766	32.36	6MSOH	
7683	11.474	13.72	1MP	
6363	2.541	679.45	2OH1ME	
6363	3.453	1487.4	sinigrin	
6363	6.142	84.47	1ME	
6363	10.843	37.52	6MSOH	
6370	2.52	146.74	2OH1ME	
6370	3.415	1349.66	sinigrin	
6370	6.051	29.32	1ME	
6370	10.763	22.67	6MSOH	
7415	3.392	1355.36	sinigrin	
7415	5.979	2449.01	1ME	
7415	10.733	839.19	6MSOH	
7415	11.424	384.43	1MP	
6206	3.394	1300.4	sinigrin	
6206	6.022	175.0	1ME	
6206	11.476	23.48	1MP	
6604	3.418	1304.31	sinigrin	
6604	6.068	1270.81	1ME	
6604	10.766	940.47	6MSOH	
6604	11.478	921.3	1MP	
7467	2.499	126.16	2OH1ME	
7467	3.41	1397.36	sinigrin	
7467	6.048	70.2	1ME	
7467	10.772	209.28	6MSOH	
7487	3.445	1495.82	sinigrin	
7487	6.127	691.16	1ME	
7487	10.829	71.48	6MSOH	
7487	11.555	44.7	1MP	
6205	3.403	1208.8	sinigrin	
6205	6.017	2245.91	1ME	
6205	10.752	68.7	6MSOH	
6205	11.46	1467.69	1MP	
7062	3.412	1271.13	sinigrin	
7062	6.03	2146.69	1ME	
7062	10.771	422.56	6MSOH	
7062	11.473	1664.1	1MP	
7030	3.429	1419.52	sinigrin	
7030	6.109	1759.59	1ME	
7030	10.788	33.21	6MSOH	
7030	11.517	307.84	1MP	
7613	3.423	1440.23	sinigrin	
7613	6.048	842.18	1ME	
7613	10.772	69.4	6MSOH	
7613	11.483	465.26	1MP	
6254	2.55	136.57	2OH1ME	
6254	3.481	1583.37	sinigrin	
7548	2.512	690.44	2OH1ME	
7548	3.415	1400.62	sinigrin	
7548	5.899	33.05	1ME	
7548	10.763	45.12	6MSOH	
7338	2.525	243.25	2OH1ME	
7338	3.415	1303.18	sinigrin	
7338	6.0	99.62	1ME	
7338	10.732	519.02	6MSOH	
7418	3.456	1387.9	sinigrin	
7418	6.067	811.64	1ME	
7418	10.747	139.57	6MSOH	
7418	11.464	452.08	1MP	
7414	3.393	1263.17	sinigrin	
7414	6.02	1654.86	1ME	
7414	10.761	226.02	6MSOH	
7414	11.47	1117.06	1MP	
6396	2.503	485.23	2OH1ME	
6396	3.413	1385.81	sinigrin	
6396	6.069	158.32	1ME	
6396	10.78	1968.54	6MSOH	
7678	2.512	1173.15	2OH1ME	
7678	3.424	1478.25	sinigrin	
7678	6.056	950.34	1ME	
7678	10.769	654.88	6MSOH	
6819	3.414	1271.57	sinigrin	
6819	6.02	5499.75	1ME	
6819	10.765	271.99	6MSOH	
6819	11.475	2862.77	1MP	
6930	3.42	1394.49	sinigrin	
6930	6.064	345.24	1ME	
6930	10.794	32.03	6MSOH	
6930	11.506	189.73	1MP	
6480	3.404	1353.74	sinigrin	
6480	10.744	401.41	6MSOH	
7443	3.448	1591.0	sinigrin	
7443	6.158	714.01	1ME	
7443	10.842	134.58	6MSOH	
7443	11.572	145.97	1MP	
7158	3.392	1216.34	sinigrin	
7158	10.735	2460.95	6MSOH	
6996	3.462	1427.24	sinigrin	
6996	5.983	59.19	1ME	
6996	10.816	4827.5	6MSOH	
7316	3.416	1336.26	sinigrin	
7316	6.04	571.08	1ME	
7316	10.788	323.0	6MSOH	
7316	11.486	300.0	1MP	
7198	2.501	265.79	2OH1ME	
7198	3.403	1340.27	sinigrin	
7198	6.0	454.27	1ME	
7198	10.747	258.41	6MSOH	
6683	3.419	1309.7	sinigrin	
6683	6.048	399.72	1ME	
6683	10.753	127.5	6MSOH	
6683	11.471	248.25	1MP	
6482	3.403	1363.43	sinigrin	
6482	6.006	1774.9	1ME	
6482	10.714	9.17	6MSOH	
6482	11.452	250.05	1MP	
6882	2.501	2925.97	2OH1ME	
6882	3.391	1637.8	sinigrin	
6882	6.001	78.79	1ME	
6882	10.752	114.58	6MSOH	
7432	2.514	2427.01	2OH1ME	
7432	3.428	1716.33	sinigrin	
7432	6.075	1315.54	1ME	
7432	10.794	1810.97	6MSOH	
7801	3.401	1354.92	sinigrin	
7801	6.02	498.55	1ME	
7801	10.74	108.65	6MSOH	
7801	11.449	350.63	1MP	
6217	3.4	1368.85	sinigrin	
6217	6.007	1984.56	1ME	
6217	10.771	32.27	6MSOH	
6217	11.464	1107.18	1MP	
7689	3.437	1379.67	sinigrin	
7689	6.1	812.23	1ME	
7689	10.809	63.34	6MSOH	
7689	11.53	95.2	1MP	
